astClass,versionMajor,versionMinor,versionMicro,base,field,_attribute,deprecated,base_typing_TypeAlias,fieldRename,typeC,typeStub,type_field_type,typeStub_typing_TypeAlias,list2Sequence,defaultValue__dict__,defaultValue,keywordArguments,kwargAnnotation,keywordArgumentsDefaultValue
AsyncFunctionDef,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
AsyncWith,3,10,11,stmt,items,,,,,list(withitem),list[withitem],,,True,,,,,
AsyncWith,3,10,11,stmt,body,,,,,list(stmt),list[stmt],,,True,,,,,
AsyncWith,3,10,11,stmt,type_comment,,,,,string | None,str | None,,,False,,,,,
AsyncWith,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
AsyncWith,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
AsyncWith,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
AsyncWith,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Attribute,3,10,11,expr,value,,,,,expr,expr,,,False,,,,,
Attribute,3,10,11,expr,attr,,,,,identifier,_Identifier,,_Identifier,False,,,,,
Attribute,3,10,11,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Attribute,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Attribute,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Attribute,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Attribute,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
AugAssign,3,10,11,stmt,target,,,,,expr,Name | Attribute | Subscript,,,False,,,,,
AugAssign,3,10,11,stmt,op,,,,,operator,operator,,,False,,,,,
AugAssign,3,10,11,stmt,value,,,,,expr,expr,,,False,,,,,
AugAssign,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
AugAssign,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
AugAssign,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
AugAssign,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
AugLoad,3,10,11,expr_context,,,deprecated,,,,,,,False,,,,,
AugStore,3,10,11,expr_context,,,deprecated,,,,,,,False,,,,,
Await,3,10,11,expr,value,,,,,expr,expr,,,False,,,,,
Await,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Await,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Await,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Await,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
BinOp,3,10,11,expr,left,,,,,expr,expr,,,False,,,,,
BinOp,3,10,11,expr,op,,,,,operator,operator,,,False,,,,,
BinOp,3,10,11,expr,right,,,,,expr,expr,,,False,,,,,
BinOp,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
BinOp,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
BinOp,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
BinOp,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
BitAnd,3,10,11,operator,,,,,,,,,,False,,,,,
BitOr,3,10,11,operator,,,,,,,,,,False,,,,,
BitXor,3,10,11,operator,,,,,,,,,,False,,,,,
BoolOp,3,10,11,expr,op,,,,,boolop,boolop,,,False,,,,,
BoolOp,3,10,11,expr,values,,,,,list(expr),list[expr],,,True,,,,,
BoolOp,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
BoolOp,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
BoolOp,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
BoolOp,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Break,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Break,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Break,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Break,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Bytes,3,10,11,Constant,s,,deprecated,,,,bytes,,,False,,,,,
Bytes,3,10,11,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Bytes,3,10,11,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Bytes,3,10,11,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Bytes,3,10,11,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Call,3,10,11,expr,func,,,,callee,expr,expr,,,False,,,,,
Call,3,10,11,expr,args,,,,,list(expr),list[expr],,,True,,,,,
Call,3,10,11,expr,keywords,,,,list_keyword,list(keyword),list[keyword],,,True,,,,,
Call,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Call,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Call,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Call,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
ClassDef,3,10,11,stmt,name,,,,,identifier,_Identifier,,_Identifier,False,,,,,
ClassDef,3,10,11,stmt,bases,,,,,list(expr),list[expr],,,True,,,,,
ClassDef,3,10,11,stmt,keywords,,,,list_keyword,list(keyword),list[keyword],,,True,,,,,
ClassDef,3,10,11,stmt,body,,,,,list(stmt),list[stmt],,,True,,,,,
ClassDef,3,10,11,stmt,decorator_list,,,,,list(expr),list[expr],,,True,,[],,,
ClassDef,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
ClassDef,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
ClassDef,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
ClassDef,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Compare,3,10,11,expr,left,,,,,expr,expr,,,False,,,,,
Compare,3,10,11,expr,ops,,,,,list(cmpop),list[cmpop],,,True,,,,,
Compare,3,10,11,expr,comparators,,,,,list(expr),list[expr],,,True,,,,,
Compare,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Compare,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Compare,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Compare,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Constant,3,10,11,expr,value,,,,,constant,Any,,,False,,,,,
Constant,3,10,11,expr,kind,,,,,string | None,str | None,,,False,,,,,
Constant,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Constant,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Constant,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Constant,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Continue,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Continue,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Continue,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Continue,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Del,3,10,11,expr_context,,,,,,,,,,False,,,,,
Delete,3,10,11,stmt,targets,,,,,list(expr),list[expr],,,True,,,,,
Delete,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Delete,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Delete,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Delete,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Dict,3,10,11,expr,keys,,,,,list(expr),list[expr | None],,,True,,,,,
Dict,3,10,11,expr,values,,,,,list(expr),list[expr],,,True,,,,,
Dict,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Dict,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Dict,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Dict,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
DictComp,3,10,11,expr,key,,,,,expr,expr,,,False,,,,,
DictComp,3,10,11,expr,value,,,,,expr,expr,,,False,,,,,
DictComp,3,10,11,expr,generators,,,,,list(comprehension),list[comprehension],,,True,,,,,
DictComp,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
DictComp,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
DictComp,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
DictComp,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Div,3,10,11,operator,,,,,,,,,,False,,,,,
Ellipsis,3,10,11,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Ellipsis,3,10,11,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Ellipsis,3,10,11,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Ellipsis,3,10,11,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Eq,3,10,11,cmpop,,,,,,,,,,False,,,,,
ExceptHandler,3,10,11,excepthandler,type,,,,,expr | None,expr | None,,,False,,,,,
ExceptHandler,3,10,11,excepthandler,name,,,,,identifier | None,_Identifier | None,,_Identifier,False,,,,,
ExceptHandler,3,10,11,excepthandler,body,,,,,list(stmt),list[stmt],,,True,,,,,
ExceptHandler,3,10,11,excepthandler,,lineno,,,,,int,,,False,,,,,
ExceptHandler,3,10,11,excepthandler,,col_offset,,,,,int,,,False,,,,,
ExceptHandler,3,10,11,excepthandler,,end_lineno,,,,,int | None,,,False,,,,,
ExceptHandler,3,10,11,excepthandler,,end_col_offset,,,,,int | None,,,False,,,,,
Expr,3,10,11,stmt,value,,,,,expr,expr,,,False,,,,,
Expr,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Expr,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Expr,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Expr,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Expression,3,10,11,mod,body,,,,,expr,expr,,,False,,,,,
ExtSlice,3,10,11,slice,,,deprecated,,,,,,,False,,,,,
FloorDiv,3,10,11,operator,,,,,,,,,,False,,,,,
For,3,10,11,stmt,target,,,,,expr,expr,,,False,,,,,
For,3,10,11,stmt,iter,,,,,expr,expr,,,False,,,,,
For,3,10,11,stmt,body,,,,,list(stmt),list[stmt],,,True,,,,,
For,3,10,11,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,True,,,,,
For,3,10,11,stmt,type_comment,,,,,string | None,str | None,,,False,,,,,
For,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
For,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
For,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
For,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
FormattedValue,3,10,11,expr,value,,,,,expr,expr,,,False,,,,,
FormattedValue,3,10,11,expr,conversion,,,,,int,int,,,False,,,,,
FormattedValue,3,10,11,expr,format_spec,,,,,expr | None,expr | None,,,False,,,,,
FormattedValue,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
FormattedValue,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
FormattedValue,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
FormattedValue,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
FunctionDef,3,10,11,stmt,name,,,,,identifier,_Identifier,,_Identifier,False,,,,,
FunctionDef,3,10,11,stmt,args,,,,,arguments,arguments,,,False,,,,,
FunctionDef,3,10,11,stmt,body,,,,,list(stmt),list[stmt],,,True,,,,,
FunctionDef,3,10,11,stmt,decorator_list,,,,,list(expr),list[expr],,,True,,[],,,
FunctionDef,3,10,11,stmt,returns,,,,,expr | None,expr | None,,,False,,,,,
FunctionDef,3,10,11,stmt,type_comment,,,,,string | None,str | None,,,False,,,,,
FunctionDef,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
FunctionDef,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
FunctionDef,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
FunctionDef,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
FunctionType,3,10,11,mod,argtypes,,,,,list(expr),list[expr],,,True,,,,,
FunctionType,3,10,11,mod,returns,,,,,expr,expr,,,False,,,,,
GeneratorExp,3,10,11,expr,elt,,,,,expr,expr,,,False,,,,,
GeneratorExp,3,10,11,expr,generators,,,,,list(comprehension),list[comprehension],,,True,,,,,
GeneratorExp,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
GeneratorExp,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
GeneratorExp,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
GeneratorExp,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Global,3,10,11,stmt,names,,,,,list(identifier),list[_Identifier],,_Identifier,False,,,,,
Global,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Global,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Global,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Global,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Gt,3,10,11,cmpop,,,,,,,,,,False,,,,,
GtE,3,10,11,cmpop,,,,,,,,,,False,,,,,
If,3,10,11,stmt,test,,,,,expr,expr,,,False,,,,,
If,3,10,11,stmt,body,,,,,list(stmt),list[stmt],,,True,,,,,
If,3,10,11,stmt,orelse,,,,orElse,list(stmt),list[stmt],,,True,,,,,
If,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
If,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
If,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
If,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
IfExp,3,10,11,expr,test,,,,,expr,expr,,,False,,,,,
IfExp,3,10,11,expr,body,,,,,expr,expr,,,False,,,,,
IfExp,3,10,11,expr,orelse,,,,orElse,expr,expr,,,False,,,,,
IfExp,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
IfExp,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
IfExp,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
IfExp,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Import,3,10,11,stmt,names,,,,,list(alias),list[alias],,,False,,,,,
Import,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Import,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Import,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Import,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
ImportFrom,3,10,11,stmt,module,,,,,identifier | None,str | None,,,False,,,,,
ImportFrom,3,10,11,stmt,names,,,,list_alias,list(alias),list[alias],,,False,,,,,
ImportFrom,3,10,11,stmt,level,,,,,int | None,int,,,False,,0,,,
ImportFrom,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
ImportFrom,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
ImportFrom,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
ImportFrom,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
In,3,10,11,cmpop,,,,,,,,,,False,,,,,
Index,3,10,11,slice,,,deprecated,,,,,,,False,,,,,
Interactive,3,10,11,mod,body,,,,,list(stmt),list[stmt],,,True,,,,,
Invert,3,10,11,unaryop,,,,,,,,,,False,,,,,
Is,3,10,11,cmpop,,,,,,,,,,False,,,,,
IsNot,3,10,11,cmpop,,,,,,,,,,False,,,,,
JoinedStr,3,10,11,expr,values,,,,,list(expr),list[expr],,,True,,,,,
JoinedStr,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
JoinedStr,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
JoinedStr,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
JoinedStr,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
LShift,3,10,11,operator,,,,,,,,,,False,,,,,
Lambda,3,10,11,expr,args,,,,,arguments,arguments,,,False,,,,,
Lambda,3,10,11,expr,body,,,,,expr,expr,,,False,,,,,
Lambda,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Lambda,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Lambda,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Lambda,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
List,3,10,11,expr,elts,,,,,list(expr),list[expr],,,True,,,,,
List,3,10,11,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
List,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
List,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
List,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
List,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
ListComp,3,10,11,expr,elt,,,,,expr,expr,,,False,,,,,
ListComp,3,10,11,expr,generators,,,,,list(comprehension),list[comprehension],,,True,,,,,
ListComp,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
ListComp,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
ListComp,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
ListComp,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Load,3,10,11,expr_context,,,,,,,,,,False,,,,,
Lt,3,10,11,cmpop,,,,,,,,,,False,,,,,
LtE,3,10,11,cmpop,,,,,,,,,,False,,,,,
MatMult,3,10,11,operator,,,,,,,,,,False,,,,,
Match,3,10,11,stmt,subject,,,,,expr,expr,,,False,,,,,
Match,3,10,11,stmt,cases,,,,,list(match_case),list[match_case],,,True,,,,,
Match,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Match,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Match,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Match,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
MatchAs,3,10,11,pattern,pattern,,,,,pattern | None,_Pattern | None,,_Pattern,False,,,,,
MatchAs,3,10,11,pattern,name,,,,,identifier | None,_Identifier | None,,_Identifier,False,,,,,
MatchAs,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchAs,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchAs,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchAs,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchClass,3,10,11,pattern,cls,,,,,expr,expr,,,False,,,,,
MatchClass,3,10,11,pattern,patterns,,,,,list(pattern),list[pattern],,,True,,,,,
MatchClass,3,10,11,pattern,kwd_attrs,,,,,list(identifier),list[_Identifier],,_Identifier,False,,,,,
MatchClass,3,10,11,pattern,kwd_patterns,,,,,list(pattern),list[pattern],,,True,,,,,
MatchClass,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchClass,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchClass,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchClass,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchMapping,3,10,11,pattern,keys,,,,,list(expr),list[expr],,,True,,,,,
MatchMapping,3,10,11,pattern,patterns,,,,,list(pattern),list[pattern],,,True,,,,,
MatchMapping,3,10,11,pattern,rest,,,,,identifier | None,_Identifier | None,,_Identifier,False,,,,,
MatchMapping,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchMapping,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchMapping,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchMapping,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchOr,3,10,11,pattern,patterns,,,,,list(pattern),list[pattern],,,True,,,,,
MatchOr,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchOr,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchOr,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchOr,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchSequence,3,10,11,pattern,patterns,,,,,list(pattern),list[pattern],,,True,,,,,
MatchSequence,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchSequence,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchSequence,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchSequence,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchSingleton,3,10,11,pattern,value,,,,,constant,"Literal[True, False] | None",,,False,,,,,
MatchSingleton,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchSingleton,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchSingleton,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchSingleton,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchStar,3,10,11,pattern,name,,,,,identifier | None,_Identifier | None,,_Identifier,False,,,,,
MatchStar,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchStar,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchStar,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchStar,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
MatchValue,3,10,11,pattern,value,,,,,expr,expr,,,False,,,,,
MatchValue,3,10,11,pattern,,lineno,,,,,int,,,False,,,,,
MatchValue,3,10,11,pattern,,col_offset,,,,,int,,,False,,,,,
MatchValue,3,10,11,pattern,,end_lineno,,,,,int | None,,,False,,,,,
MatchValue,3,10,11,pattern,,end_col_offset,,,,,int | None,,,False,,,,,
Mod,3,10,11,operator,,,,,,,,,,False,,,,,
Module,3,10,11,mod,body,,,,,list(stmt),list[stmt],,,True,,,,,
Module,3,10,11,mod,type_ignores,,,,,list(type_ignore),list[TypeIgnore],,,False,,[],,,
Mult,3,10,11,operator,,,,,,,,,,False,,,,,
Name,3,10,11,expr,id,,,,,identifier,_Identifier,,_Identifier,False,,,,,
Name,3,10,11,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Name,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Name,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Name,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Name,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
NameConstant,3,10,11,Constant,value,,deprecated,,,,,,,False,,,,,
NameConstant,3,10,11,Constant,kind,,deprecated,,,,,,,False,,,,,
NameConstant,3,10,11,Constant,,lineno,deprecated,,,,int,,,False,,,,,
NameConstant,3,10,11,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
NameConstant,3,10,11,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
NameConstant,3,10,11,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
NamedExpr,3,10,11,expr,target,,,,,expr,Name,,,False,,,,,
NamedExpr,3,10,11,expr,value,,,,,expr,expr,,,False,,,,,
NamedExpr,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
NamedExpr,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
NamedExpr,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
NamedExpr,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Nonlocal,3,10,11,stmt,names,,,,,list(identifier),list[_Identifier],,_Identifier,False,,,,,
Nonlocal,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Nonlocal,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Nonlocal,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Nonlocal,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Not,3,10,11,unaryop,,,,,,,,,,False,,,,,
NotEq,3,10,11,cmpop,,,,,,,,,,False,,,,,
NotIn,3,10,11,cmpop,,,,,,,,,,False,,,,,
Num,3,10,11,Constant,n,,deprecated,,,,,,,False,,,,,
Num,3,10,11,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Num,3,10,11,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Num,3,10,11,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Num,3,10,11,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
Or,3,10,11,boolop,,,,,,,,,,False,,,,,
Param,3,10,11,expr_context,,,deprecated,,,,,,,False,,,,,
Pass,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Pass,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Pass,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Pass,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Pow,3,10,11,operator,,,,,,,,,,False,,,,,
RShift,3,10,11,operator,,,,,,,,,,False,,,,,
Raise,3,10,11,stmt,exc,,,,,expr | None,expr | None,,,False,,,,,
Raise,3,10,11,stmt,cause,,,,,expr | None,expr | None,,,False,,,,,
Raise,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Raise,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Raise,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Raise,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Return,3,10,11,stmt,value,,,,,expr | None,expr | None,,,False,,,,,
Return,3,10,11,stmt,,lineno,,,,,int,,,False,,,,,
Return,3,10,11,stmt,,col_offset,,,,,int,,,False,,,,,
Return,3,10,11,stmt,,end_lineno,,,,,int | None,,,False,,,,,
Return,3,10,11,stmt,,end_col_offset,,,,,int | None,,,False,,,,,
Set,3,10,11,expr,elts,,,,,list(expr),list[expr],,,True,,,,,
Set,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Set,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Set,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Set,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
SetComp,3,10,11,expr,elt,,,,,expr,expr,,,False,,,,,
SetComp,3,10,11,expr,generators,,,,,list(comprehension),list[comprehension],,,True,,,,,
SetComp,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
SetComp,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
SetComp,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
SetComp,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Slice,3,10,11,expr,lower,,,_Slice,,expr | None,expr | None,,,False,,,,,
Slice,3,10,11,expr,upper,,,_Slice,,expr | None,expr | None,,,False,,,,,
Slice,3,10,11,expr,step,,,_Slice,,expr | None,expr | None,,,False,,,,,
Slice,3,10,11,expr,,lineno,,_Slice,,,int,,,False,,,,,
Slice,3,10,11,expr,,col_offset,,_Slice,,,int,,,False,,,,,
Slice,3,10,11,expr,,end_lineno,,_Slice,,,int | None,,,False,,,,,
Slice,3,10,11,expr,,end_col_offset,,_Slice,,,int | None,,,False,,,,,
Starred,3,10,11,expr,value,,,,,expr,expr,,,False,,,,,
Starred,3,10,11,expr,ctx,,,,context,expr_context,expr_context,,,False,,,,,
Starred,3,10,11,expr,,lineno,,,,,int,,,False,,,,,
Starred,3,10,11,expr,,col_offset,,,,,int,,,False,,,,,
Starred,3,10,11,expr,,end_lineno,,,,,int | None,,,False,,,,,
Starred,3,10,11,expr,,end_col_offset,,,,,int | None,,,False,,,,,
Store,3,10,11,expr_context,,,,,,,,,,False,,,,,
Str,3,10,11,Constant,s,,deprecated,,,,str,,,False,,,,,
Str,3,10,11,Constant,,lineno,deprecated,,,,int,,,False,,,,,
Str,3,10,11,Constant,,col_offset,deprecated,,,,int,,,False,,,,,
Str,3,10,11,Constant,,end_lineno,deprecated,,,,int | None,,,False,,,,,
Str,3,10,11,Constant,,end_col_offset,deprecated,,,,int | None,,,False,,,,,
